City,Date,CTBegin,Sunrise,Sunset,CTEnd
Kansas City KS,2021-03-16,7.019,7.463,19.448,19.892
Kansas City KS,2021-03-17,6.993,7.437,19.464,19.909
Kansas City KS,2021-03-18,6.967,7.411,19.481,19.926
Kansas City KS,2021-03-19,6.94,7.384,19.498,19.942
Kansas City KS,2021-03-20,6.914,7.358,19.514,19.959
Kansas City KS,2021-03-21,6.887,7.332,19.531,19.976
Kansas City KS,2021-03-22,6.861,7.305,19.547,19.992
Kansas City KS,2021-03-23,6.834,7.279,19.563,20.009
Kansas City KS,2021-03-24,6.807,7.252,19.58,20.026
Kansas City KS,2021-03-25,6.781,7.226,19.596,20.043
Kansas City KS,2021-03-26,6.754,7.2,19.612,20.059
Kansas City KS,2021-03-27,6.727,7.173,19.629,20.076
Kansas City KS,2021-03-28,6.7,7.147,19.645,20.093
Kansas City KS,2021-03-29,6.674,7.121,19.661,20.109
Kansas City KS,2021-03-30,6.647,7.095,19.677,20.126
Kansas City KS,2021-03-31,6.62,7.068,19.693,20.143
Kansas City KS,2021-04-01,6.593,7.042,19.71,20.16
Kansas City KS,2021-04-02,6.567,7.016,19.726,20.177
Kansas City KS,2021-04-03,6.54,6.99,19.742,20.193
Kansas City KS,2021-04-04,6.514,6.965,19.758,20.21
Kansas City KS,2021-04-05,6.487,6.939,19.774,20.227
Kansas City KS,2021-04-06,6.461,6.913,19.791,20.244
Kansas City KS,2021-04-07,6.434,6.888,19.807,20.261
Kansas City KS,2021-04-08,6.408,6.862,19.823,20.279
Kansas City KS,2021-04-09,6.382,6.837,19.839,20.296
Kansas City KS,2021-04-10,6.356,6.812,19.856,20.313
Kansas City KS,2021-04-11,6.33,6.787,19.872,20.33
Kansas City KS,2021-04-12,6.304,6.762,19.888,20.347
Kansas City KS,2021-04-13,6.279,6.738,19.904,20.365
Kansas City KS,2021-04-14,6.253,6.713,19.921,20.382
Kansas City KS,2021-04-15,6.228,6.689,19.937,20.399
Kansas City KS,2021-04-16,6.203,6.665,19.953,20.417
Kansas City KS,2021-04-17,6.178,6.641,19.969,20.434
Kansas City KS,2021-04-18,6.153,6.617,19.986,20.452
Kansas City KS,2021-04-19,6.128,6.594,20.002,20.469
Kansas City KS,2021-04-20,6.104,6.57,20.018,20.487
Kansas City KS,2021-04-21,6.079,6.547,20.035,20.504
Kansas City KS,2021-04-22,6.055,6.525,20.051,20.522
Kansas City KS,2021-04-23,6.031,6.502,20.067,20.539
Kansas City KS,2021-04-24,6.008,6.48,20.083,20.557
Kansas City KS,2021-04-25,5.985,6.458,20.1,20.574
Kansas City KS,2021-04-26,5.961,6.436,20.116,20.592
Kansas City KS,2021-04-27,5.939,6.414,20.132,20.61
Kansas City KS,2021-04-28,5.916,6.393,20.148,20.627
Kansas City KS,2021-04-29,5.894,6.372,20.165,20.645
Kansas City KS,2021-04-30,5.872,6.352,20.181,20.663
Kansas City KS,2021-05-01,5.85,6.332,20.197,20.68
Kansas City KS,2021-05-02,5.829,6.312,20.213,20.698
Kansas City KS,2021-05-03,5.808,6.292,20.229,20.715
Kansas City KS,2021-05-04,5.787,6.273,20.245,20.733
Kansas City KS,2021-05-05,5.767,6.254,20.261,20.75
Kansas City KS,2021-05-06,5.747,6.236,20.277,20.768
Kansas City KS,2021-05-07,5.727,6.218,20.293,20.785
Kansas City KS,2021-05-08,5.708,6.2,20.309,20.803
Kansas City KS,2021-05-09,5.689,6.182,20.325,20.82
Kansas City KS,2021-05-10,5.67,6.165,20.341,20.837
Kansas City KS,2021-05-11,5.652,6.149,20.356,20.855
Kansas City KS,2021-05-12,5.635,6.133,20.372,20.872
Kansas City KS,2021-05-13,5.617,6.117,20.387,20.889
Kansas City KS,2021-05-14,5.6,6.102,20.403,20.906
Kansas City KS,2021-05-15,5.584,6.087,20.418,20.922
Kansas City KS,2021-05-16,5.568,6.072,20.433,20.939
Kansas City KS,2021-05-17,5.553,6.058,20.448,20.955
Kansas City KS,2021-05-18,5.537,6.045,20.463,20.972
Kansas City KS,2021-05-19,5.523,6.032,20.477,20.988
Kansas City KS,2021-05-20,5.509,6.019,20.492,21.003
Kansas City KS,2021-05-21,5.495,6.007,20.506,21.019
Kansas City KS,2021-05-22,5.482,5.995,20.52,21.035
Kansas City KS,2021-05-23,5.469,5.984,20.534,21.05
Kansas City KS,2021-05-24,5.457,5.973,20.548,21.065
Kansas City KS,2021-05-25,5.445,5.963,20.561,21.08
Kansas City KS,2021-05-26,5.434,5.953,20.574,21.094
Kansas City KS,2021-05-27,5.424,5.944,20.587,21.108
Kansas City KS,2021-05-28,5.414,5.935,20.6,21.122
Kansas City KS,2021-05-29,5.404,5.927,20.612,21.136
Kansas City KS,2021-05-30,5.395,5.919,20.624,21.149
Kansas City KS,2021-05-31,5.387,5.912,20.636,21.162
Kansas City KS,2021-06-01,5.379,5.905,20.648,21.175
Kansas City KS,2021-06-02,5.372,5.899,20.659,21.187
Kansas City KS,2021-06-03,5.365,5.893,20.67,21.199
Kansas City KS,2021-06-04,5.359,5.888,20.681,21.211
Kansas City KS,2021-06-05,5.353,5.883,20.691,21.222
Kansas City KS,2021-06-06,5.348,5.879,20.701,21.233
Kansas City KS,2021-06-07,5.344,5.876,20.71,21.243
Kansas City KS,2021-06-08,5.34,5.873,20.72,21.253
Kansas City KS,2021-06-09,5.337,5.87,20.728,21.263
Kansas City KS,2021-06-10,5.334,5.868,20.737,21.272
Kansas City KS,2021-06-11,5.332,5.867,20.745,21.28
Kansas City KS,2021-06-12,5.331,5.866,20.752,21.288
Kansas City KS,2021-06-13,5.33,5.866,20.76,21.296
Kansas City KS,2021-06-14,5.329,5.866,20.766,21.303
Kansas City KS,2021-06-15,5.329,5.866,20.773,21.31
Kansas City KS,2021-06-16,5.33,5.867,20.778,21.316
Kansas City KS,2021-06-17,5.332,5.869,20.784,21.321
Kansas City KS,2021-06-18,5.333,5.871,20.789,21.326
Kansas City KS,2021-06-19,5.336,5.874,20.793,21.331
Kansas City KS,2021-06-20,5.339,5.877,20.797,21.335
Kansas City KS,2021-06-21,5.342,5.88,20.8,21.338
Kansas City KS,2021-06-22,5.346,5.884,20.803,21.341
Kansas City KS,2021-06-23,5.351,5.889,20.806,21.343
Kansas City KS,2021-06-24,5.356,5.893,20.807,21.345
Kansas City KS,2021-06-25,5.362,5.899,20.809,21.346
Kansas City KS,2021-06-26,5.368,5.905,20.81,21.346
Kansas City KS,2021-06-27,5.374,5.911,20.81,21.346
Kansas City KS,2021-06-28,5.381,5.917,20.81,21.346
Kansas City KS,2021-06-29,5.389,5.925,20.809,21.344
Kansas City KS,2021-06-30,5.397,5.932,20.808,21.343
Kansas City KS,2021-07-01,5.405,5.94,20.806,21.34
Kansas City KS,2021-07-02,5.414,5.948,20.804,21.337
Kansas City KS,2021-07-03,5.424,5.957,20.801,21.334
Kansas City KS,2021-07-04,5.433,5.966,20.798,21.329
Kansas City KS,2021-07-05,5.443,5.975,20.794,21.325
Kansas City KS,2021-07-06,5.454,5.985,20.789,21.319
Kansas City KS,2021-07-07,5.465,5.995,20.784,21.313
Kansas City KS,2021-07-08,5.476,6.005,20.779,21.307
Kansas City KS,2021-07-09,5.488,6.016,20.773,21.3
Kansas City KS,2021-07-10,5.5,6.027,20.766,21.292
Kansas City KS,2021-07-11,5.513,6.038,20.759,21.284
Kansas City KS,2021-07-12,5.525,6.05,20.752,21.275
Kansas City KS,2021-07-13,5.538,6.062,20.744,21.266
Kansas City KS,2021-07-14,5.551,6.074,20.735,21.256
Kansas City KS,2021-07-15,5.565,6.086,20.726,21.246
Kansas City KS,2021-07-16,5.579,6.099,20.716,21.235
Kansas City KS,2021-07-17,5.593,6.111,20.706,21.223
Kansas City KS,2021-07-18,5.607,6.124,20.695,21.211
Kansas City KS,2021-07-19,5.622,6.137,20.684,21.198
Kansas City KS,2021-07-20,5.636,6.151,20.672,21.185
Kansas City KS,2021-07-21,5.651,6.164,20.66,21.172
Kansas City KS,2021-07-22,5.666,6.178,20.647,21.158
Kansas City KS,2021-07-23,5.682,6.192,20.634,21.143
Kansas City KS,2021-07-24,5.697,6.206,20.621,21.128
Kansas City KS,2021-07-25,5.713,6.22,20.607,21.112
Kansas City KS,2021-07-26,5.728,6.234,20.592,21.096
Kansas City KS,2021-07-27,5.744,6.248,20.577,21.08
Kansas City KS,2021-07-28,5.76,6.263,20.562,21.063
Kansas City KS,2021-07-29,5.776,6.277,20.546,21.046
Kansas City KS,2021-07-30,5.792,6.292,20.53,21.028
Kansas City KS,2021-07-31,5.808,6.307,20.513,21.01
Kansas City KS,2021-08-01,5.825,6.322,20.496,20.991
Kansas City KS,2021-08-02,5.841,6.337,20.478,20.972
Kansas City KS,2021-08-03,5.858,6.352,20.461,20.953
Kansas City KS,2021-08-04,5.874,6.367,20.442,20.933
Kansas City KS,2021-08-05,5.891,6.382,20.424,20.913
Kansas City KS,2021-08-06,5.908,6.397,20.405,20.892
Kansas City KS,2021-08-07,5.924,6.412,20.385,20.872
Kansas City KS,2021-08-08,5.941,6.427,20.366,20.85
Kansas City KS,2021-08-09,5.958,6.442,20.346,20.829
Kansas City KS,2021-08-10,5.974,6.458,20.325,20.807
Kansas City KS,2021-08-11,5.991,6.473,20.305,20.785
Kansas City KS,2021-08-12,6.008,6.488,20.284,20.763
Kansas City KS,2021-08-13,6.024,6.504,20.262,20.74
Kansas City KS,2021-08-14,6.041,6.519,20.241,20.717
Kansas City KS,2021-08-15,6.058,6.534,20.219,20.693
Kansas City KS,2021-08-16,6.074,6.549,20.196,20.67
Kansas City KS,2021-08-17,6.091,6.565,20.174,20.646
Kansas City KS,2021-08-18,6.107,6.58,20.151,20.622
Kansas City KS,2021-08-19,6.124,6.595,20.128,20.598
Kansas City KS,2021-08-20,6.14,6.61,20.105,20.573
Kansas City KS,2021-08-21,6.157,6.626,20.081,20.548
Kansas City KS,2021-08-22,6.173,6.641,20.057,20.523
Kansas City KS,2021-08-23,6.19,6.656,20.033,20.498
Kansas City KS,2021-08-24,6.206,6.671,20.009,20.473
Kansas City KS,2021-08-25,6.222,6.686,19.985,20.447
Kansas City KS,2021-08-26,6.238,6.701,19.96,20.422
Kansas City KS,2021-08-27,6.255,6.716,19.935,20.396
Kansas City KS,2021-08-28,6.271,6.732,19.91,20.37
Kansas City KS,2021-08-29,6.287,6.747,19.885,20.343
Kansas City KS,2021-08-30,6.303,6.762,19.86,20.317
Kansas City KS,2021-08-31,6.319,6.777,19.834,20.291
Kansas City KS,2021-09-01,6.335,6.792,19.809,20.264
Kansas City KS,2021-09-02,6.351,6.807,19.783,20.237
Kansas City KS,2021-09-03,6.367,6.822,19.757,20.211
Kansas City KS,2021-09-04,6.383,6.837,19.731,20.184
Kansas City KS,2021-09-05,6.399,6.852,19.705,20.157
Kansas City KS,2021-09-06,6.414,6.867,19.678,20.13
Kansas City KS,2021-09-07,6.43,6.882,19.652,20.103
Kansas City KS,2021-09-08,6.446,6.897,19.626,20.076
Kansas City KS,2021-09-09,6.461,6.912,19.599,20.048
Kansas City KS,2021-09-10,6.477,6.927,19.572,20.021
Kansas City KS,2021-09-11,6.493,6.942,19.546,19.994
Kansas City KS,2021-09-12,6.508,6.957,19.519,19.967
Kansas City KS,2021-09-13,6.524,6.972,19.492,19.939
Kansas City KS,2021-09-14,6.539,6.987,19.465,19.912
Kansas City KS,2021-09-15,6.555,7.002,19.438,19.885
Kansas City KS,2021-09-16,6.57,7.017,19.411,19.857
Kansas City KS,2021-09-17,6.586,7.032,19.384,19.83
Kansas City KS,2021-09-18,6.601,7.047,19.357,19.803
Kansas City KS,2021-09-19,6.617,7.062,19.33,19.775
Kansas City KS,2021-09-20,6.632,7.078,19.303,19.748
Kansas City KS,2021-09-21,6.647,7.093,19.276,19.721
Kansas City KS,2021-09-22,6.663,7.108,19.25,19.694
Kansas City KS,2021-09-23,6.678,7.123,19.223,19.667
Kansas City KS,2021-09-24,6.694,7.138,19.196,19.64
Kansas City KS,2021-09-25,6.709,7.154,19.169,19.613
Kansas City KS,2021-09-26,6.725,7.169,19.142,19.586
Kansas City KS,2021-09-27,6.74,7.184,19.115,19.559
Kansas City KS,2021-09-28,6.756,7.2,19.089,19.532
Kansas City KS,2021-09-29,6.771,7.216,19.062,19.506
Kansas City KS,2021-09-30,6.787,7.231,19.036,19.48
Kansas City KS,2021-10-01,6.802,7.247,19.009,19.453
Kansas City KS,2021-10-02,6.818,7.263,18.983,19.427
Kansas City KS,2021-10-03,6.834,7.278,18.957,19.401
Kansas City KS,2021-10-04,6.849,7.294,18.931,19.375
Kansas City KS,2021-10-05,6.865,7.31,18.905,19.35
Kansas City KS,2021-10-06,6.881,7.326,18.879,19.324
Kansas City KS,2021-10-07,6.897,7.343,18.854,19.299
Kansas City KS,2021-10-08,6.913,7.359,18.828,19.274
Kansas City KS,2021-10-09,6.929,7.375,18.803,19.249
Kansas City KS,2021-10-10,6.945,7.391,18.778,19.224
Kansas City KS,2021-10-11,6.961,7.408,18.753,19.2
Kansas City KS,2021-10-12,6.977,7.424,18.728,19.175
Kansas City KS,2021-10-13,6.993,7.441,18.704,19.151
Kansas City KS,2021-10-14,7.009,7.458,18.679,19.127
Kansas City KS,2021-10-15,7.025,7.475,18.655,19.104
Kansas City KS,2021-10-16,7.042,7.491,18.631,19.08
Kansas City KS,2021-10-17,7.058,7.508,18.607,19.057
Kansas City KS,2021-10-18,7.075,7.526,18.584,19.034
Kansas City KS,2021-10-19,7.091,7.543,18.561,19.012
Kansas City KS,2021-10-20,7.108,7.56,18.538,18.99
Kansas City KS,2021-10-21,7.124,7.577,18.515,18.968
Kansas City KS,2021-10-22,7.141,7.595,18.493,18.946
Kansas City KS,2021-10-23,7.158,7.612,18.471,18.925
Kansas City KS,2021-10-24,7.175,7.63,18.449,18.904
Kansas City KS,2021-10-25,7.191,7.648,18.427,18.883
Kansas City KS,2021-10-26,7.208,7.665,18.406,18.863
Kansas City KS,2021-10-27,7.225,7.683,18.386,18.843
Kansas City KS,2021-10-28,7.243,7.701,18.365,18.823
Kansas City KS,2021-10-29,7.26,7.719,18.345,18.804
Kansas City KS,2021-10-30,7.277,7.737,18.325,18.785
Kansas City KS,2021-10-31,7.294,7.756,18.306,18.767
Kansas City KS,2021-11-01,7.312,7.774,18.287,18.749
Kansas City KS,2021-11-02,7.329,7.792,18.268,18.731
Kansas City KS,2021-11-03,7.346,7.811,18.25,18.714
Kansas City KS,2021-11-04,7.364,7.829,18.232,18.697
Kansas City KS,2021-11-05,7.381,7.848,18.215,18.681
Kansas City KS,2021-11-06,7.399,7.866,18.198,18.665
Kansas City KS,2021-11-07,7.417,7.885,18.181,18.649
Kansas City KS,2021-11-08,6.434,6.903,17.165,17.634
Kansas City KS,2021-11-09,6.452,6.922,17.149,17.62
Kansas City KS,2021-11-10,6.469,6.941,17.134,17.606
Kansas City KS,2021-11-11,6.487,6.959,17.12,17.592
Kansas City KS,2021-11-12,6.504,6.978,17.105,17.579
Kansas City KS,2021-11-13,6.522,6.997,17.091,17.566
Kansas City KS,2021-11-14,6.539,7.015,17.078,17.554
Kansas City KS,2021-11-15,6.557,7.034,17.065,17.542
Kansas City KS,2021-11-16,6.574,7.052,17.053,17.531
Kansas City KS,2021-11-17,6.592,7.071,17.041,17.52
Kansas City KS,2021-11-18,6.609,7.089,17.03,17.51
Kansas City KS,2021-11-19,6.626,7.107,17.02,17.501
Kansas City KS,2021-11-20,6.643,7.125,17.009,17.492
Kansas City KS,2021-11-21,6.66,7.144,17.0,17.483
Kansas City KS,2021-11-22,6.677,7.161,16.991,17.475
Kansas City KS,2021-11-23,6.694,7.179,16.982,17.468
Kansas City KS,2021-11-24,6.711,7.197,16.975,17.461
Kansas City KS,2021-11-25,6.727,7.215,16.967,17.454
Kansas City KS,2021-11-26,6.744,7.232,16.961,17.449
Kansas City KS,2021-11-27,6.76,7.249,16.955,17.444
Kansas City KS,2021-11-28,6.776,7.266,16.949,17.439
Kansas City KS,2021-11-29,6.792,7.283,16.944,17.435
Kansas City KS,2021-11-30,6.808,7.3,16.94,17.432
Kansas City KS,2021-12-01,6.824,7.316,16.936,17.429
Kansas City KS,2021-12-02,6.839,7.332,16.933,17.426
Kansas City KS,2021-12-03,6.854,7.348,16.931,17.425
Kansas City KS,2021-12-04,6.869,7.364,16.929,17.424
Kansas City KS,2021-12-05,6.883,7.379,16.927,17.423
Kansas City KS,2021-12-06,6.898,7.394,16.927,17.423
Kansas City KS,2021-12-07,6.912,7.409,16.927,17.424
Kansas City KS,2021-12-08,6.925,7.423,16.927,17.425
Kansas City KS,2021-12-09,6.939,7.437,16.928,17.427
Kansas City KS,2021-12-10,6.952,7.451,16.93,17.429
Kansas City KS,2021-12-11,6.965,7.464,16.933,17.432
Kansas City KS,2021-12-12,6.977,7.476,16.936,17.435
Kansas City KS,2021-12-13,6.989,7.489,16.939,17.439
Kansas City KS,2021-12-14,7.0,7.501,16.943,17.444
Kansas City KS,2021-12-15,7.012,7.512,16.948,17.449
Kansas City KS,2021-12-16,7.022,7.523,16.954,17.454
Kansas City KS,2021-12-17,7.033,7.534,16.959,17.461
Kansas City KS,2021-12-18,7.043,7.544,16.966,17.467
Kansas City KS,2021-12-19,7.052,7.553,16.973,17.474
Kansas City KS,2021-12-20,7.061,7.562,16.981,17.482
Kansas City KS,2021-12-21,7.07,7.571,16.989,17.49
Kansas City KS,2021-12-22,7.078,7.579,16.997,17.499
Kansas City KS,2021-12-23,7.085,7.587,17.007,17.508
Kansas City KS,2021-12-24,7.092,7.594,17.016,17.518
Kansas City KS,2021-12-25,7.099,7.6,17.027,17.528
Kansas City KS,2021-12-26,7.105,7.606,17.037,17.538
Kansas City KS,2021-12-27,7.111,7.611,17.049,17.549
Kansas City KS,2021-12-28,7.116,7.616,17.06,17.561
Kansas City KS,2021-12-29,7.12,7.62,17.073,17.572
Kansas City KS,2021-12-30,7.124,7.624,17.085,17.585
Kansas City KS,2021-12-31,7.128,7.627,17.098,17.597
Kansas City KS,2022-01-01,7.131,7.629,17.112,17.61
Kansas City KS,2022-01-02,7.133,7.631,17.126,17.624
Kansas City KS,2022-01-03,7.135,7.633,17.14,17.638
Kansas City KS,2022-01-04,7.137,7.633,17.155,17.652
Kansas City KS,2022-01-05,7.137,7.633,17.17,17.666
Kansas City KS,2022-01-06,7.137,7.633,17.185,17.681
Kansas City KS,2022-01-07,7.137,7.632,17.201,17.696
Kansas City KS,2022-01-08,7.136,7.63,17.217,17.711
Kansas City KS,2022-01-09,7.135,7.628,17.233,17.726
Kansas City KS,2022-01-10,7.132,7.625,17.25,17.742
Kansas City KS,2022-01-11,7.13,7.621,17.267,17.758
Kansas City KS,2022-01-12,7.127,7.617,17.284,17.775
Kansas City KS,2022-01-13,7.123,7.612,17.301,17.791
Kansas City KS,2022-01-14,7.118,7.607,17.319,17.808
Kansas City KS,2022-01-15,7.113,7.601,17.337,17.825
Kansas City KS,2022-01-16,7.108,7.595,17.355,17.842
Kansas City KS,2022-01-17,7.102,7.588,17.373,17.859
Kansas City KS,2022-01-18,7.095,7.58,17.391,17.876
Kansas City KS,2022-01-19,7.088,7.572,17.41,17.894
Kansas City KS,2022-01-20,7.08,7.563,17.428,17.911
Kansas City KS,2022-01-21,7.072,7.554,17.447,17.929
Kansas City KS,2022-01-22,7.063,7.544,17.466,17.947
Kansas City KS,2022-01-23,7.054,7.533,17.485,17.965
Kansas City KS,2022-01-24,7.044,7.523,17.504,17.983
Kansas City KS,2022-01-25,7.034,7.511,17.524,18.001
Kansas City KS,2022-01-26,7.023,7.499,17.543,18.019
Kansas City KS,2022-01-27,7.012,7.487,17.562,18.037
Kansas City KS,2022-01-28,7.0,7.474,17.582,18.056
Kansas City KS,2022-01-29,6.987,7.46,17.601,18.074
Kansas City KS,2022-01-30,6.975,7.446,17.621,18.093
Kansas City KS,2022-01-31,6.961,7.432,17.64,18.111
Kansas City KS,2022-02-01,6.948,7.417,17.66,18.13
Kansas City KS,2022-02-02,6.933,7.402,17.679,18.148
Kansas City KS,2022-02-03,6.919,7.386,17.699,18.166
Kansas City KS,2022-02-04,6.903,7.37,17.718,18.185
Kansas City KS,2022-02-05,6.888,7.353,17.738,18.203
Kansas City KS,2022-02-06,6.872,7.336,17.757,18.222
Kansas City KS,2022-02-07,6.855,7.319,17.777,18.24
Kansas City KS,2022-02-08,6.838,7.301,17.796,18.259
Kansas City KS,2022-02-09,6.821,7.283,17.815,18.277
Kansas City KS,2022-02-10,6.803,7.264,17.834,18.295
Kansas City KS,2022-02-11,6.785,7.245,17.854,18.313
Kansas City KS,2022-02-12,6.767,7.225,17.873,18.332
Kansas City KS,2022-02-13,6.748,7.206,17.892,18.35
Kansas City KS,2022-02-14,6.729,7.186,17.911,18.368
Kansas City KS,2022-02-15,6.709,7.165,17.93,18.386
Kansas City KS,2022-02-16,6.689,7.144,17.949,18.404
Kansas City KS,2022-02-17,6.669,7.123,17.967,18.422
Kansas City KS,2022-02-18,6.648,7.102,17.986,18.44
Kansas City KS,2022-02-19,6.627,7.08,18.005,18.458
Kansas City KS,2022-02-20,6.606,7.058,18.023,18.475
Kansas City KS,2022-02-21,6.585,7.036,18.041,18.493
Kansas City KS,2022-02-22,6.563,7.013,18.06,18.511
Kansas City KS,2022-02-23,6.541,6.991,18.078,18.528
Kansas City KS,2022-02-24,6.518,6.968,18.096,18.546
Kansas City KS,2022-02-25,6.496,6.944,18.114,18.564
Kansas City KS,2022-02-26,6.473,6.921,18.132,18.581
Kansas City KS,2022-02-27,6.45,6.897,18.15,18.599
Kansas City KS,2022-02-28,6.426,6.873,18.168,18.616
Kansas City KS,2022-03-01,6.403,6.849,18.186,18.633
Kansas City KS,2022-03-02,6.379,6.825,18.204,18.651
Kansas City KS,2022-03-03,6.355,6.8,18.221,18.668
Kansas City KS,2022-03-04,6.33,6.776,18.239,18.685
Kansas City KS,2022-03-05,6.306,6.751,18.256,18.702
Kansas City KS,2022-03-06,6.281,6.726,18.274,18.719
Kansas City KS,2022-03-07,6.256,6.701,18.291,18.736
Kansas City KS,2022-03-08,6.231,6.675,18.308,18.753
Kansas City KS,2022-03-09,6.206,6.65,18.325,18.77
Kansas City KS,2022-03-10,6.181,6.625,18.343,18.787
Kansas City KS,2022-03-11,6.155,6.599,18.36,18.804
Kansas City KS,2022-03-12,6.13,6.573,18.376,18.821
Kansas City KS,2022-03-13,6.104,6.547,18.393,18.838
Kansas City KS,2022-03-14,7.078,7.521,19.41,19.854
Kansas City KS,2022-03-15,7.052,7.495,19.427,19.871
Kansas City KS,2022-03-16,7.026,7.469,19.443,19.888
Kansas City KS,2022-03-17,6.999,7.443,19.46,19.905
Kansas City KS,2022-03-18,6.973,7.417,19.477,19.921
Kansas City KS,2022-03-19,6.947,7.39,19.493,19.938
Kansas City KS,2022-03-20,6.92,7.364,19.51,19.955
Kansas City KS,2022-03-21,6.894,7.338,19.526,19.971
Kansas City KS,2022-03-22,6.867,7.311,19.543,19.988
Kansas City KS,2022-03-23,6.84,7.285,19.559,20.005
Kansas City KS,2022-03-24,6.814,7.259,19.575,20.021
Kansas City KS,2022-03-25,6.787,7.232,19.592,20.038
Kansas City KS,2022-03-26,6.76,7.206,19.608,20.055
Kansas City KS,2022-03-27,6.733,7.18,19.624,20.072
Kansas City KS,2022-03-28,6.707,7.153,19.641,20.088
Kansas City KS,2022-03-29,6.68,7.127,19.657,20.105
Kansas City KS,2022-03-30,6.653,7.101,19.673,20.122
Kansas City KS,2022-03-31,6.626,7.075,19.689,20.139
Kansas City KS,2022-04-01,6.6,7.049,19.706,20.156
Kansas City KS,2022-04-02,6.573,7.023,19.722,20.173
Kansas City KS,2022-04-03,6.547,6.997,19.738,20.19
Kansas City KS,2022-04-04,6.52,6.971,19.754,20.206
Kansas City KS,2022-04-05,6.494,6.945,19.771,20.223
Kansas City KS,2022-04-06,6.467,6.919,19.787,20.24
Kansas City KS,2022-04-07,6.441,6.894,19.803,20.258
Kansas City KS,2022-04-08,6.415,6.869,19.819,20.275
Kansas City KS,2022-04-09,6.388,6.843,19.836,20.292
Kansas City KS,2022-04-10,6.362,6.818,19.852,20.309
Kansas City KS,2022-04-11,6.336,6.793,19.868,20.326
Kansas City KS,2022-04-12,6.311,6.768,19.884,20.343
Kansas City KS,2022-04-13,6.285,6.743,19.9,20.36
Kansas City KS,2022-04-14,6.259,6.719,19.917,20.378
Kansas City KS,2022-04-15,6.234,6.695,19.933,20.395
Kansas City KS,2022-04-16,6.209,6.67,19.949,20.412
Kansas City KS,2022-04-17,6.184,6.646,19.965,20.43
Kansas City KS,2022-04-18,6.159,6.623,19.982,20.447
Kansas City KS,2022-04-19,6.134,6.599,19.998,20.465
Kansas City KS,2022-04-20,6.109,6.576,20.014,20.482
Kansas City KS,2022-04-21,6.085,6.553,20.03,20.5
Kansas City KS,2022-04-22,6.061,6.53,20.047,20.517
Kansas City KS,2022-04-23,6.037,6.507,20.063,20.535
Kansas City KS,2022-04-24,6.013,6.485,20.079,20.552
Kansas City KS,2022-04-25,5.99,6.463,20.096,20.57
Kansas City KS,2022-04-26,5.967,6.441,20.112,20.588
Kansas City KS,2022-04-27,5.944,6.42,20.128,20.605
Kansas City KS,2022-04-28,5.922,6.398,20.145,20.623
Kansas City KS,2022-04-29,5.899,6.378,20.161,20.641
Kansas City KS,2022-04-30,5.877,6.357,20.177,20.659
Kansas City KS,2022-05-01,5.855,6.337,20.193,20.676
Kansas City KS,2022-05-02,5.834,6.317,20.21,20.694
Kansas City KS,2022-05-03,5.813,6.297,20.226,20.712
Kansas City KS,2022-05-04,5.792,6.278,20.242,20.729
Kansas City KS,2022-05-05,5.772,6.259,20.258,20.747
Kansas City KS,2022-05-06,5.752,6.24,20.274,20.764
Kansas City KS,2022-05-07,5.732,6.222,20.29,20.782
Kansas City KS,2022-05-08,5.713,6.204,20.306,20.799
Kansas City KS,2022-05-09,5.694,6.187,20.322,20.817
Kansas City KS,2022-05-10,5.675,6.17,20.337,20.834
Kansas City KS,2022-05-11,5.657,6.153,20.353,20.851
Kansas City KS,2022-05-12,5.639,6.137,20.369,20.868
Kansas City KS,2022-05-13,5.622,6.121,20.384,20.885
Kansas City KS,2022-05-14,5.605,6.105,20.399,20.902
Kansas City KS,2022-05-15,5.588,6.09,20.415,20.919
Kansas City KS,2022-05-16,5.572,6.076,20.43,20.935
Kansas City KS,2022-05-17,5.556,6.062,20.445,20.952
Kansas City KS,2022-05-18,5.541,6.048,20.459,20.968
Kansas City KS,2022-05-19,5.526,6.035,20.474,20.984
Kansas City KS,2022-05-20,5.512,6.022,20.488,21.0
Kansas City KS,2022-05-21,5.498,6.01,20.503,21.016
Kansas City KS,2022-05-22,5.485,5.998,20.517,21.031
Kansas City KS,2022-05-23,5.472,5.987,20.531,21.046
Kansas City KS,2022-05-24,5.46,5.976,20.545,21.062
Kansas City KS,2022-05-25,5.448,5.965,20.558,21.076
Kansas City KS,2022-05-26,5.437,5.956,20.571,21.091
Kansas City KS,2022-05-27,5.427,5.946,20.584,21.105
Kansas City KS,2022-05-28,5.416,5.937,20.597,21.119
Kansas City KS,2022-05-29,5.407,5.929,20.61,21.133
Kansas City KS,2022-05-30,5.398,5.921,20.622,21.147
Kansas City KS,2022-05-31,5.389,5.914,20.634,21.16
Kansas City KS,2022-06-01,5.381,5.907,20.646,21.173
Kansas City KS,2022-06-02,5.374,5.901,20.657,21.185
Kansas City KS,2022-06-03,5.367,5.895,20.668,21.197
Kansas City KS,2022-06-04,5.361,5.89,20.679,21.209
Kansas City KS,2022-06-05,5.355,5.885,20.689,21.22
Kansas City KS,2022-06-06,5.35,5.881,20.699,21.231
Kansas City KS,2022-06-07,5.345,5.877,20.709,21.241
Kansas City KS,2022-06-08,5.342,5.874,20.718,21.251
